id_vente_mensuelle,id_produit,annee,mois,quantite,prix_moyen_unitaire
0a151624-dc48-9074-1221-6b813be4d918,aabfa196-366d-2268-9151-5ba52ac83eae,2020,1,94,13.76
6a034ba2-e549-9402-2e24-ed31d6eb6b99,ced1318a-7252-e076-92ed-bd2a8e1beaf9,2020,1,90,8.89
bcd7eaa2-bc42-058a-da03-b93935475f8e,03e0d185-be8d-7f62-97ce-debfd14a631d,2020,1,123,10.09
0a0d26f8-13da-cbc3-c056-5f951238acfe,37049c73-6d78-311f-26bb-36fd23fcad78,2020,1,121,15.51
7e5e7f5a-8bc7-8612-57c0-1ca2e717ecd7,71871bcc-3729-3008-def2-a18dd7f01469,2020,1,90,11.75
5eea6e3c-17d9-f090-1ec1-b12bf60efa10,ed9ac2f1-31da-12cd-88f5-7b3d3420fab0,2020,1,239,7.04
48083cbd-8764-490a-a3ff-610a3c8dc838,b7855ee9-5503-6306-7ae4-119f67bac68a,2020,1,57,8.48
432d723b-bfad-4cbd-e538-09cc22599183,27fac32b-e757-dd8a-7ad4-9d5905454321,2020,1,96,5.74
76abd5ba-735b-a5b2-511a-213805cb9ef6,bed36f77-213e-cda9-38d1-6285492bb63a,2020,1,51,8.11
3c5793c3-9728-fa5f-1a98-b6569768586d,b2e50c7c-35d0-91f2-955c-b610e38e0867,2020,1,98,7.69
ee864e7c-1bc3-4f36-f5f9-ed5c2ae25eba,178e17a7-6a8c-4fa3-dda4-1649c4156bed,2020,1,136,7.71
73059718-2041-21a2-2c40-ce92a3295af5,70b72c26-1594-6b15-b92c-714a6dc3c774,2020,1,114,4.74
67e303b6-c3e8-8ade-6b92-fa7fb973ed68,36c22830-c4d1-37a7-b363-0ce8b807976b,2020,1,59,4.99
32a75fa2-be50-ccdd-75ed-52868a41723b,4c4ef9fd-4444-0340-3b31-4ced30d5a6af,2020,1,128,7.80
59e24e6d-fa6f-6e8f-9691-55aee38c7115,9c08fc94-5ae8-585c-9c2c-52d7a05c46a5,2020,1,69,7.96
e1bae6f6-8fcb-7ac5-0b48-e27a0ae42a8a,e84ba90e-d6b7-0fba-27b0-204aa325ec72,2020,1,104,11.57
d44c3470-9e46-05c4-e58f-7d35e9159c89,dc2e873b-0dc2-919a-27b4-2799cc7f98fc,2020,1,54,11.65
dc3ed907-246c-584c-27ce-31f5a4f235d2,7a857628-6f30-32df-6392-c465c6a8e33e,2020,1,59,9.21
b9be1318-2db4-6c32-6b4c-29300fcb8b01,b60ddbf8-b476-33ad-7518-4993db5c7d2f,2020,1,129,8.35
33e5c7e2-bc9d-fcc5-41ee-2610ff9a80a2,3a1275fd-506b-d45d-2b81-bac7fad16020,2020,1,100,12.50
5ba36f2b-37ba-4d3f-ae65-8922da4ca82d,9fe5bc64-3d17-d547-ca1d-6e3f6343c5b4,2020,1,60,12.57
1d984c96-2c63-6fd3-cceb-cec827e8c2ae,4dc41e59-9842-2db6-b0b3-fa245ff0d5e2,2020,1,145,8.85
96638719-4417-aa84-0734-a9b0521666af,08a39f76-83b1-ad60-f969-91eba7801d41,2020,1,55,8.57
bd2f9473-c98a-fc8f-1d1a-e2efd36aaa6a,4ea06134-9943-4200-1d33-3fcbb7dd2114,2020,1,136,12.34
5337a0bb-efb4-aa33-2feb-83f14807b5c2,c1dce336-7938-2050-a0a0-c7fbe86c0d4c,2020,1,102,8.90
6f905110-cec6-3e6d-51f3-371cdf485ea7,e09188fe-1cba-4a58-71cb-d0a5153f8465,2020,2,236,12.02
1ada2c23-535b-6d1b-8803-6251c0322d48,0d801bc1-cf93-b814-e6b6-867d6d568b65,2020,2,213,13.89
bfb085b8-82af-dbd2-81b4-6c993684fbb8,1c6ecee9-6281-b128-4fab-3a114050e2af,2020,2,102,12.38
d96e3795-3e99-c85b-1b84-b3395d64a067,a959c058-b529-3fae-d107-2e9212687fce,2020,2,249,11.13
8daad00a-b612-8980-968c-ba9f96e48550,a805ffe0-c77a-9b91-1dd5-86d3bd76db4c,2020,2,107,18.10
b5ef888c-f80e-2b2b-8820-f74e342823a3,db36c9b2-b05a-e11c-9c7d-6f2ed95c39bd,2020,2,59,15.84
914bb602-7dcb-f044-5ec7-ce5fc89bade5,9e8d7cb0-3eb5-55bf-8b77-d22ab16249ac,2020,2,50,9.71
b8555e00-7ac7-36df-4e8e-6b117d0c23fa,89c580d3-4628-ab6c-8208-8d3ddb55ed41,2020,2,102,17.37
47a6d2af-7b68-fe3d-f79a-a52bb6ad8bec,5e8bc4be-7f1c-47fc-f303-ccb9d42969e5,2020,2,107,11.39
44fada46-7d79-dc7f-e5e2-005f8324f59b,b6777ff0-8c64-6f91-6389-28cf6fb8f506,2020,2,61,10.98
f2b8621a-c576-f6b8-dfcc-a3075ee6767e,89df2eeb-6f7f-a085-de29-bba7d9d86899,2020,2,349,5.56
d95e8478-ab49-cefd-0327-2c7be072c2e5,3f792046-65b6-9c84-8d44-1168d8d6bb2f,2020,2,315,5.42
3c238524-456c-f0e4-2d87-2db4e096c6d8,943cf696-94e8-9702-5b0c-59349e9bd967,2020,2,326,7.18
d3fa0762-9cc1-01f8-2ea7-a9d4a6cf8fb7,1feeb8af-5f39-7cd2-89c5-9a5f54fbca4c,2020,2,64,7.81
7e29d3b0-48b3-1f9b-b3c6-5d17b5b7a108,5fca3fa8-0355-bc7d-48e1-f14eba91c4d0,2020,2,79,5.16
f6e44267-2fc2-196d-49c6-ed3382992976,dc376410-0f50-25a9-9f5b-6baad2887f1b,2020,2,328,4.88
af7fb420-7473-b463-4c5e-e8cd0d09e22d,627d5aea-6883-499c-591a-ed1b1a2f0453,2020,2,57,5.28
d5e067fb-22bb-38ee-7bc9-83288bd615ac,4e27c827-f374-507c-0c38-73b8f1c2fe87,2020,2,151,7.23
e78a2c14-153c-9feb-ce5f-a402f7b76008,4ef593e8-53a4-f85b-c8db-9d1ab7710e08,2020,2,123,6.23
7d19ce84-eb13-dd37-02d7-3370aa52921f,c53c4d5a-6a10-71b2-9016-c2c3614d3186,2020,2,62,6.81
3f469ff2-c23f-c094-3e72-8b2534d91713,296c00a6-2323-2bb5-1678-0e3d009e8cd9,2020,2,250,12.23
5bd8130d-8fca-5fd3-b753-99a3f19ee830,916dd668-841b-770e-1bed-1eadbb15cd24,2020,2,87,15.27
e49a7692-f19b-9ec4-ba2e-63909a7be61c,9e72a8e6-808d-57b5-f5d4-f37f40093067,2020,2,212,11.36
1ea6948a-c9ce-8bb1-6ac4-5dc0e90dec35,da1dd1ec-b620-bfe2-95c4-a8f007c1055d,2020,2,126,11.77
aa5b6b6f-5c18-def8-db80-36a5c2f0d662,0078aa35-58c4-9e94-f525-ad5461ef3c8b,2020,2,112,15.58
85a0a6fc-452a-f13e-b805-42ce2163b04d,aabfa196-366d-2268-9151-5ba52ac83eae,2020,2,98,13.62
9a70ebed-cab6-e64d-e103-deaed10336f2,ced1318a-7252-e076-92ed-bd2a8e1beaf9,2020,2,92,8.91
0037d9d3-ea85-2924-9fc6-68f06fa6dfc5,03e0d185-be8d-7f62-97ce-debfd14a631d,2020,2,106,10.13
32f382d7-9392-d56e-a75f-ab761a90e132,37049c73-6d78-311f-26bb-36fd23fcad78,2020,2,125,15.69
b50a64ba-4893-6fb7-a03c-e080ff69b8ca,71871bcc-3729-3008-def2-a18dd7f01469,2020,2,85,11.36
8c095953-6015-d0fa-8e93-c9a70587fd3d,ed9ac2f1-31da-12cd-88f5-7b3d3420fab0,2020,2,250,7.06
b90a4c4a-2051-b0cf-1af6-e1fe5c414c5b,b7855ee9-5503-6306-7ae4-119f67bac68a,2020,2,58,8.41
fabecd14-872f-0fe0-9d2d-2375703a4fdc,27fac32b-e757-dd8a-7ad4-9d5905454321,2020,2,99,5.63
f9b30c1b-c7a4-e226-8e2f-7a8b14634610,bed36f77-213e-cda9-38d1-6285492bb63a,2020,2,51,8.03
651e3348-c4bc-3037-e910-72714f3a08f8,b2e50c7c-35d0-91f2-955c-b610e38e0867,2020,2,111,7.60
316ecad1-eb73-87d6-0d26-fdf82d90e006,178e17a7-6a8c-4fa3-dda4-1649c4156bed,2020,2,127,7.73
dcd412f8-d5be-7a13-2776-f208f30a60f5,70b72c26-1594-6b15-b92c-714a6dc3c774,2020,2,137,5.27
6b0b89e3-ed9f-34a1-25c3-58c4ffe8e6e6,36c22830-c4d1-37a7-b363-0ce8b807976b,2020,2,62,4.95
9bc34791-0ab4-b5be-e95f-4a1c414cd8d8,4c4ef9fd-4444-0340-3b31-4ced30d5a6af,2020,2,136,8.01
000b9fb3-8d95-e4a9-8e80-1345fb27da0b,9c08fc94-5ae8-585c-9c2c-52d7a05c46a5,2020,2,58,7.93
342ec6e8-fa81-545c-bd53-1128ee298a51,e84ba90e-d6b7-0fba-27b0-204aa325ec72,2020,2,104,11.69
b3f7f8c5-73b9-19de-d325-bc8fc34a1be3,dc2e873b-0dc2-919a-27b4-2799cc7f98fc,2020,2,50,11.65
a1afaff9-3558-9a26-ce27-516ba023c145,7a857628-6f30-32df-6392-c465c6a8e33e,2020,2,60,9.35
798da756-73ac-aaa8-0e40-5ff22cf57991,b60ddbf8-b476-33ad-7518-4993db5c7d2f,2020,2,126,8.16
963447fd-7bfc-1cb1-9bfc-d652d32e69b3,3a1275fd-506b-d45d-2b81-bac7fad16020,2020,2,100,12.51
05fccab5-54db-d1c0-3ad0-4312165d04a6,9fe5bc64-3d17-d547-ca1d-6e3f6343c5b4,2020,2,59,12.59
1de6b6ab-7722-003c-460e-167e2b91ad21,4dc41e59-9842-2db6-b0b3-fa245ff0d5e2,2020,2,130,8.96
92940463-bdeb-c911-2aa0-c8c5ebb30503,08a39f76-83b1-ad60-f969-91eba7801d41,2020,2,46,9.65
a5fd381f-d5df-22f7-fade-9ef0ed7fffea,4ea06134-9943-4200-1d33-3fcbb7dd2114,2020,2,150,12.12
ee389382-a4ab-f0d8-5d3a-cd1d3403ba19,c1dce336-7938-2050-a0a0-c7fbe86c0d4c,2020,2,114,8.93
a71996ef-e1f8-7a37-2d12-8310410e0dba,e09188fe-1cba-4a58-71cb-d0a5153f8465,2020,3,240,11.93
e0daf1b5-80c1-337f-48f5-575003372247,0d801bc1-cf93-b814-e6b6-867d6d568b65,2020,3,206,12.34
e1c37114-c14e-970b-6236-f9b902e4f7d2,1c6ecee9-6281-b128-4fab-3a114050e2af,2020,3,104,10.84
6eab0f94-ddab-14ba-e6f1-3424f200fa64,a959c058-b529-3fae-d107-2e9212687fce,2020,3,229,11.33
b4fa2bb6-f708-caa6-cf96-81adc934f03b,a805ffe0-c77a-9b91-1dd5-86d3bd76db4c,2020,3,116,18.25
e08d3778-fc28-8a4d-0b19-c4dcc723443d,db36c9b2-b05a-e11c-9c7d-6f2ed95c39bd,2020,3,62,15.77
9a1384ad-e6c0-7da1-e489-ca65944978eb,9e8d7cb0-3eb5-55bf-8b77-d22ab16249ac,2020,3,57,9.92
b358109c-56e1-5cf8-15d4-185ee133fe50,89c580d3-4628-ab6c-8208-8d3ddb55ed41,2020,3,95,16.74
60ed762c-02d0-7b11-8ac1-9fb63b725aad,5e8bc4be-7f1c-47fc-f303-ccb9d42969e5,2020,3,96,13.54
8fecf64d-0e05-1255-4ad0-12b708b4971f,b6777ff0-8c64-6f91-6389-28cf6fb8f506,2020,3,52,11.21
36e6066a-61d8-7b62-4841-b645755f18be,89df2eeb-6f7f-a085-de29-bba7d9d86899,2020,3,233,5.59
33de3769-d09d-eac4-8b91-f1a18b50552f,3f792046-65b6-9c84-8d44-1168d8d6bb2f,2020,3,235,5.50
b38cd051-b4f1-5444-2464-a3d45399ba51,943cf696-94e8-9702-5b0c-59349e9bd967,2020,3,219,7.25
334e5716-c6f4-a795-b985-8ec0ea437885,1feeb8af-5f39-7cd2-89c5-9a5f54fbca4c,2020,3,50,7.85
bcb4bb37-501c-ae2a-39a1-b4cece713744,5fca3fa8-0355-bc7d-48e1-f14eba91c4d0,2020,3,50,5.13
bedb533e-b3e6-159c-db3f-f2a5c60eda22,dc376410-0f50-25a9-9f5b-6baad2887f1b,2020,3,239,4.89
6dec1a71-b280-0b12-5566-7451d021ac78,627d5aea-6883-499c-591a-ed1b1a2f0453,2020,3,38,5.27
14746977-d226-878e-009b-6a974eaf5e9b,4e27c827-f374-507c-0c38-73b8f1c2fe87,2020,3,101,7.33
0d23bb1d-9c62-8daf-a719-a453e7e08f69,4ef593e8-53a4-f85b-c8db-9d1ab7710e08,2020,3,104,6.26
cc896583-ba92-9877-f575-7f5a551cc9f8,c53c4d5a-6a10-71b2-9016-c2c3614d3186,2020,3,40,6.79
b2b23eaf-8466-d8ed-68ec-f1981515b243,296c00a6-2323-2bb5-1678-0e3d009e8cd9,2020,3,305,12.45
a9a85b2a-ff2a-e03c-2e28-b7a14458606e,916dd668-841b-770e-1bed-1eadbb15cd24,2020,3,109,14.96
e845b479-3cd2-cc88-7a28-904c6f87a3da,9e72a8e6-808d-57b5-f5d4-f37f40093067,2020,3,266,11.70
848afc32-dbcf-6def-791e-7efc9db89824,da1dd1ec-b620-bfe2-95c4-a8f007c1055d,2020,3,151,11.97
efc31d66-a44a-6e78-ce09-322a65b0cedb,0078aa35-58c4-9e94-f525-ad5461ef3c8b,2020,3,146,15.19
1aa14c16-4f13-d25b-af26-ac4444cc53a6,aabfa196-366d-2268-9151-5ba52ac83eae,2020,3,120,13.60
9f1b80c9-e8fc-deed-d78a-6426022df336,ced1318a-7252-e076-92ed-bd2a8e1beaf9,2020,3,128,8.97
28807a51-9a2b-f8f7-2008-bd549fc7f9ad,03e0d185-be8d-7f62-97ce-debfd14a631d,2020,3,142,10.11
84a41146-7667-cca2-b087-5266a5dc714b,37049c73-6d78-311f-26bb-36fd23fcad78,2020,3,146,15.49
0739a27d-06f5-94c9-1e07-f13ed9ed0a56,71871bcc-3729-3008-def2-a18dd7f01469,2020,3,109,11.73
ca4e3efb-d853-08f4-ee7f-573be6d8e6fe,ed9ac2f1-31da-12cd-88f5-7b3d3420fab0,2020,3,239,7.24
d95592ba-7ef2-368f-2259-1d86953d3eac,b7855ee9-5503-6306-7ae4-119f67bac68a,2020,3,62,8.34
51fee99f-8e8f-4f46-c85c-748ed4f2af10,27fac32b-e757-dd8a-7ad4-9d5905454321,2020,3,94,5.63
9e76533a-7aac-8795-98db-547df74ca9b5,bed36f77-213e-cda9-38d1-6285492bb63a,2020,3,51,7.48
c4a0951b-105e-937c-e3ad-3bcba6c94b8d,b2e50c7c-35d0-91f2-955c-b610e38e0867,2020,3,106,7.48
294a9b46-7c9e-134f-3be7-0567ab999a14,178e17a7-6a8c-4fa3-dda4-1649c4156bed,2020,3,115,7.83
a77a378f-8414-1c10-cc64-69a9b421995f,70b72c26-1594-6b15-b92c-714a6dc3c774,2020,3,118,5.14
bcd47c79-1c0f-9a56-d5da-63ac95d55383,36c22830-c4d1-37a7-b363-0ce8b807976b,2020,3,64,4.80
664c53d1-6130-27cc-b708-829bcdf58533,4c4ef9fd-4444-0340-3b31-4ced30d5a6af,2020,3,144,8.09
c99a6aff-3c4f-5bfe-723b-4a35f5203380,9c08fc94-5ae8-585c-9c2c-52d7a05c46a5,2020,3,69,8.01
2c79d1a4-2c54-c1c3-a2bf-c96c111570ae,e84ba90e-d6b7-0fba-27b0-204aa325ec72,2020,3,97,11.52
844f502d-0873-b9a1-53e8-f9553d21f1cb,dc2e873b-0dc2-919a-27b4-2799cc7f98fc,2020,3,55,11.47
025f6f24-4e4b-1dd3-2054-7494d8eda1a0,7a857628-6f30-32df-6392-c465c6a8e33e,2020,3,71,9.24
eb60d825-fa02-ba08-9b9a-8e498c24a71f,b60ddbf8-b476-33ad-7518-4993db5c7d2f,2020,3,130,8.44
1c67b397-f06d-6afc-9545-3439170b3459,3a1275fd-506b-d45d-2b81-bac7fad16020,2020,3,104,12.74
7d17cc83-d0fe-7f31-08d1-2859398ad352,9fe5bc64-3d17-d547-ca1d-6e3f6343c5b4,2020,3,58,10.93
c4647abb-0840-29cd-f0fd-f469fef2b1c2,4dc41e59-9842-2db6-b0b3-fa245ff0d5e2,2020,3,126,8.89
e3d730f6-e0b3-fb5c-fab7-d949345fc0cd,08a39f76-83b1-ad60-f969-91eba7801d41,2020,3,56,9.65
fdc93002-681c-bd5a-91dd-3aebd4e29b38,4ea06134-9943-4200-1d33-3fcbb7dd2114,2020,3,134,12.42
0e0e681c-1d0a-c8ac-0c40-dcfbc626f7d8,c1dce336-7938-2050-a0a0-c7fbe86c0d4c,2020,3,113,8.88
bf6dfd0d-8113-62b7-f206-f3702e9d2e1b,e09188fe-1cba-4a58-71cb-d0a5153f8465,2020,4,227,12.07
8b7f2465-9242-e756-8e1e-71543cbbce0b,0d801bc1-cf93-b814-e6b6-867d6d568b65,2020,4,227,14.22
2d5811c0-963f-3444-d5be-5b537d9c32d4,1c6ecee9-6281-b128-4fab-3a114050e2af,2020,4,92,13.22
d9e8fe10-a64a-b6a4-7f78-4927c8a03475,a959c058-b529-3fae-d107-2e9212687fce,2020,4,244,11.28
fc088b55-34a1-ca9e-a08d-e606ee64cc36,a805ffe0-c77a-9b91-1dd5-86d3bd76db4c,2020,4,108,18.56
bb0e0ce4-1a3b-8c91-6465-aa8274385002,db36c9b2-b05a-e11c-9c7d-6f2ed95c39bd,2020,4,62,15.57
a52926d9-d6bf-391c-6437-5b9611b10f05,9e8d7cb0-3eb5-55bf-8b77-d22ab16249ac,2020,4,51,9.90
10595aa3-add2-1362-a367-dabb6d96781f,89c580d3-4628-ab6c-8208-8d3ddb55ed41,2020,4,106,16.92
83cf838c-894e-9c06-5da8-d000361b8f2a,5e8bc4be-7f1c-47fc-f303-ccb9d42969e5,2020,4,101,13.71
7f0f47fa-e187-5f61-4f57-c6a4c9af2f4d,b6777ff0-8c64-6f91-6389-28cf6fb8f506,2020,4,52,11.20
10d88c15-4510-d4a4-fb4b-66c37e28701f,89df2eeb-6f7f-a085-de29-bba7d9d86899,2020,4,224,5.67
54f8cb62-e03c-8b4f-6049-8570ef30430e,3f792046-65b6-9c84-8d44-1168d8d6bb2f,2020,4,238,4.71
9669f3d4-6575-c9b5-659f-f3d75bd6c009,943cf696-94e8-9702-5b0c-59349e9bd967,2020,4,244,7.14
ad9d1ee2-1f90-46fe-e000-1c87eabd70b4,1feeb8af-5f39-7cd2-89c5-9a5f54fbca4c,2020,4,47,7.86
a7731d50-ea5d-72c6-90ac-cf58815f3514,5fca3fa8-0355-bc7d-48e1-f14eba91c4d0,2020,4,51,4.62
3b7eeae3-1bc9-b0a4-ee9e-b695aea039ec,dc376410-0f50-25a9-9f5b-6baad2887f1b,2020,4,248,4.95
3d6ffb64-6ed3-5e83-7a77-9fb23c38f529,627d5aea-6883-499c-591a-ed1b1a2f0453,2020,4,38,5.14
4b6ddbec-f886-2adf-ccb9-f931c38a6cbe,4e27c827-f374-507c-0c38-73b8f1c2fe87,2020,4,109,7.34
7092c8c8-87bb-1c5e-a33e-9f118581b161,4ef593e8-53a4-f85b-c8db-9d1ab7710e08,2020,4,102,6.29
fa4738da-1b5e-e712-a1ef-a19d00e7f830,c53c4d5a-6a10-71b2-9016-c2c3614d3186,2020,4,41,6.98
afc7f635-06a6-9ecb-ec33-5380996ad1cb,296c00a6-2323-2bb5-1678-0e3d009e8cd9,2020,4,321,12.05
1a107cd7-8482-159d-8de4-f5f224035c74,916dd668-841b-770e-1bed-1eadbb15cd24,2020,4,101,14.68
bf81f08d-a2d5-7579-6c9d-8c78e25824bc,9e72a8e6-808d-57b5-f5d4-f37f40093067,2020,4,305,11.71
c52d8d31-1014-5634-0c16-6e085ee29081,da1dd1ec-b620-bfe2-95c4-a8f007c1055d,2020,4,164,11.72
ce7c502a-db7d-70d0-6117-57992a1dda26,0078aa35-58c4-9e94-f525-ad5461ef3c8b,2020,4,129,15.57
347af99b-5c10-af53-fb39-203b71609315,aabfa196-366d-2268-9151-5ba52ac83eae,2020,4,138,13.65
dccd7fac-528f-b70e-75a6-6fbcb82fd0ba,ced1318a-7252-e076-92ed-bd2a8e1beaf9,2020,4,116,8.94
1d0d6844-e05d-dd0e-a9ec-590866f1c192,03e0d185-be8d-7f62-97ce-debfd14a631d,2020,4,154,10.29
c3f0fadd-3af6-e987-7f45-332b3b6315a7,37049c73-6d78-311f-26bb-36fd23fcad78,2020,4,160,15.25
9e53b194-5865-416f-6395-305acac0eee9,71871bcc-3729-3008-def2-a18dd7f01469,2020,4,104,11.59
59ff38de-567c-f8e7-dddc-fb6c0fb52dfe,ed9ac2f1-31da-12cd-88f5-7b3d3420fab0,2020,4,276,7.21
84e11c76-444d-c2fc-198f-935d9e5102c0,b7855ee9-5503-6306-7ae4-119f67bac68a,2020,4,54,7.30
6d926ef1-8634-a510-2c25-0ace80f1d60d,27fac32b-e757-dd8a-7ad4-9d5905454321,2020,4,101,5.60
7b6216e8-ef2a-0359-1ec2-ba765ebea039,bed36f77-213e-cda9-38d1-6285492bb63a,2020,4,50,7.84
68ff63e7-a17d-5fd9-fcbe-91c311b37127,b2e50c7c-35d0-91f2-955c-b610e38e0867,2020,4,111,7.54
efc13eec-0301-13a0-0747-ef58e943b615,178e17a7-6a8c-4fa3-dda4-1649c4156bed,2020,4,121,7.77
2a3dee18-8b13-c5e5-853f-6011d3ab7c69,70b72c26-1594-6b15-b92c-714a6dc3c774,2020,4,120,5.30
281c7e20-3438-2759-5bae-b0123fe6dbc4,36c22830-c4d1-37a7-b363-0ce8b807976b,2020,4,56,4.86
41843c21-5b49-f715-4fae-869956ffc883,4c4ef9fd-4444-0340-3b31-4ced30d5a6af,2020,4,151,8.02
179631d3-d835-7d1a-171c-4651e2f4d57e,9c08fc94-5ae8-585c-9c2c-52d7a05c46a5,2020,4,62,7.84
2f4a52f2-a775-17f7-a4b5-5a5dccfd3b79,e84ba90e-d6b7-0fba-27b0-204aa325ec72,2020,4,113,11.66
42eb05ba-9010-b083-3a26-a1fd35e981c9,dc2e873b-0dc2-919a-27b4-2799cc7f98fc,2020,4,53,11.60
34b40c1f-66a5-17f2-71a2-07d01b5b4e40,7a857628-6f30-32df-6392-c465c6a8e33e,2020,4,66,9.23
6ed60e87-84ef-709a-9011-88ec03b4c399,b60ddbf8-b476-33ad-7518-4993db5c7d2f,2020,4,125,8.41
c9c267d0-8828-f4ac-9ef2-418de6639455,3a1275fd-506b-d45d-2b81-bac7fad16020,2020,4,93,12.57
79adc3fc-482c-edef-4bda-cac483759e29,9fe5bc64-3d17-d547-ca1d-6e3f6343c5b4,2020,4,59,12.13
40692ad4-31fb-daf4-582f-13b7cce826ce,4dc41e59-9842-2db6-b0b3-fa245ff0d5e2,2020,4,137,8.75
ea5caae3-93c2-ca84-c69d-04d03822d767,08a39f76-83b1-ad60-f969-91eba7801d41,2020,4,48,9.63
b0a25f57-a653-c143-15f9-6bd9d4495936,4ea06134-9943-4200-1d33-3fcbb7dd2114,2020,4,146,12.15
ce0cfabb-32c5-3be7-00b2-01e36cf15d2e,c1dce336-7938-2050-a0a0-c7fbe86c0d4c,2020,4,111,8.89
f030720f-aeb4-7644-2725-483ece82a0ac,e09188fe-1cba-4a58-71cb-d0a5153f8465,2020,5,288,9.68
bf270617-7f18-a985-d594-1f085f728f55,0d801bc1-cf93-b814-e6b6-867d6d568b65,2020,5,286,14.26
579330ce-3bf8-50a5-693c-e6d30d6ef500,1c6ecee9-6281-b128-4fab-3a114050e2af,2020,5,121,13.14
8cc2279f-dbd1-b92a-0d4b-2b0b4e68dab3,a959c058-b529-3fae-d107-2e9212687fce,2020,5,304,10.95
e613163a-cbe0-25a1-ab9e-b1bf45d19eb9,a805ffe0-c77a-9b91-1dd5-86d3bd76db4c,2020,5,123,17.85
0fa464ec-d6c9-e458-db37-6e74367d6cfe,db36c9b2-b05a-e11c-9c7d-6f2ed95c39bd,2020,5,68,15.91
801b264d-20d0-b0d4-f822-bf22fd98e92b,9e8d7cb0-3eb5-55bf-8b77-d22ab16249ac,2020,5,64,9.99
2b51a7bf-25a5-a545-dab0-c861d82152c4,89c580d3-4628-ab6c-8208-8d3ddb55ed41,2020,5,122,17.13
fa96cb8d-ff45-4550-93cf-d3d6f5659f1d,5e8bc4be-7f1c-47fc-f303-ccb9d42969e5,2020,5,123,13.72
cd94f1e2-65c6-d065-dfba-92d7e80a7cd4,b6777ff0-8c64-6f91-6389-28cf6fb8f506,2020,5,65,11.21
ffcd58d8-433b-cb74-f6e4-beab4b8a6b42,89df2eeb-6f7f-a085-de29-bba7d9d86899,2020,5,252,5.58
